plot,tree,species,d13,h,v
43,28,1,36.5,21.5,1.026450679
43,32,1,37.7,22.1,1.119589374
43,36,1,21.7,19.5,0.345253587
43,37,1,22.5,20.1,0.380908893
43,39,1,30.1,21,0.695426352
43,42,1,26.8,21.7,0.573534296
43,46,1,17.3,19.3,0.21979364
43,500,4,1.9,4.1,0.000854801
43,501,7,2.8,3.9,0.001734077
43,503,3,3.3,5.8,0.003126399
43,504,3,6.8,10.5,0.021613541
43,506,3,3.8,7,0.004826506
43,507,3,3.9,4.6,0.003582109
43,511,4,3.6,6.2,0.003902483
43,512,4,2.7,4,0.001640944
43,513,4,2.3,4.3,0.001263892
43,515,7,3.1,4,0.002130604
43,516,4,3.7,6.2,0.00410919
43,517,7,2.3,4.6,0.001321013
43,518,4,3.4,6.1,0.003454179
43,519,7,2.5,5.3,0.001718072
43,520,7,3,5.3,0.002425577
43,521,7,2.4,3.8,0.0012783
43,522,4,2.4,4.7,0.001453494
43,529,7,2.6,5.3,0.001850498
43,530,4,2.6,4.6,0.001666316
43,531,4,4.4,6.7,0.006104267
43,532,4,3.4,5.6,0.003211868
43,533,3,10.2,12.7,0.056198715
43,534,4,3.8,5.4,0.003845112
43,535,4,2.8,4.5,0.001888854
43,536,4,3.1,5.6,0.002698042
43,537,4,2.2,3.9,0.001098323
43,538,4,4.7,6.9,0.007099275
43,539,4,4.1,5.8,0.004705396
43,540,4,6.2,8.6,0.014772639
43,541,7,2.9,5.3,0.002275055
43,542,4,5.5,7.3,0.010048599
43,543,7,4.1,7,0.005568171
43,544,7,2.6,6.6,0.00223255
43,545,7,3,4.1,0.002030728
43,546,4,2.6,4.2,0.001571426
43,547,4,2.2,4.5,0.001196354
43,548,4,2.4,5.2,0.001566651
43,549,7,2.2,4.3,0.001161748
43,550,3,2.5,6.6,0.002072784
43,551,3,3,10.2,0.004516822
43,552,3,2.5,8,0.002490558
43,553,3,2.9,5.3,0.002275055
43,554,7,2,3.9,0.000916655
43,555,3,2.7,5.5,0.002047486
43,556,3,2.6,4.8,0.001716892
43,557,7,3.1,4.7,0.002358656
43,558,7,3.5,4.4,0.002836445
43,559,4,2.5,4.7,0.001570335
43,560,7,2.4,5.4,0.001614108
44,12,1,23.6,21.6,0.446671889
44,18,1,34,23.3,0.966825119
44,23,1,19.1,16.4,0.229854794
44,25,1,28.4,23,0.676971423
44,28,1,23.4,21.8,0.443147758
44,29,1,19.9,19.7,0.294457849
44,31,1,20,23.6,0.351692535
44,32,1,21.7,21.6,0.379536398
44,34,1,21.5,19.4,0.337492498
44,35,1,17.8,20,0.240159404
44,36,1,19.4,20.8,0.294637637
44,37,1,22.6,21.1,0.401867699
44,40,1,15.6,19.3,0.179449162
44,43,1,24.1,23,0.493211849
44,501,1,19.1,19.6,0.270535604
45,14,1,18.4,15.7,0.205430149
45,17,1,19.4,14.7,0.214724569
45,18,1,17.5,12.7,0.154233737
45,20,1,17.3,14.2,0.166428625
45,24,1,19.3,14.4,0.208692174
45,25,1,22.2,14.4,0.274068005
45,28,1,19.6,15.6,0.231063708
45,30,1,22.6,14.4,0.283735514
45,32,1,23.4,14.9,0.312939469
45,33,1,20.3,13.3,0.214619975
45,35,1,5.3,7.6,0.009442777
45,36,1,15.2,13.6,0.124267751
45,38,1,3.3,4.6,0.002589201
45,40,1,17.9,13.2,0.166768881
45,41,1,20.3,13.3,0.214619975
45,500,1,3.2,3.9,0.00223344
45,501,1,3.7,4.2,0.003097701
45,504,1,3.6,5,0.003240005
45,506,1,17.5,14.8,0.176620715
45,507,1,14.8,12,0.105668916
46,26,1,14.2,14.8,0.117199912
46,28,1,16.5,15,0.159297052
46,30,1,21.5,16,0.283072296
46,33,1,14.9,13.2,0.116385355
46,35,1,19.6,15.6,0.231063708
46,36,1,19.9,17.6,0.26552252
46,37,1,13.4,14.9,0.10518523
46,39,1,19.3,18.5,0.261809967
46,41,1,20.7,17.9,0.291173658
46,43,1,17,14.4,0.162840431
46,45,1,15.7,12.3,0.121238001
46,48,1,12.5,15.6,0.095569931
46,49,1,21,16.4,0.276517173
46,52,1,17.9,15.7,0.194658058
46,55,1,14,14.7,0.113284047
46,59,1,16,15.8,0.157141438
46,60,1,23.7,19.5,0.409666785
46,61,1,20.1,18.1,0.277769706
46,64,1,13.6,16,0.115466995
46,65,1,19.8,17.8,0.265654553
46,66,1,22.4,17,0.323862853
46,67,1,17,16.4,0.183036945
46,68,1,17.2,15.1,0.17384002
46,71,1,19.4,13.1,0.193855322
46,72,1,15.3,16.3,0.148038974
46,73,1,10.9,11,0.053625653
46,76,1,18.6,17.6,0.232725526
46,78,1,18.6,16.1,0.214635234
46,80,1,19.4,17.4,0.250047167
46,81,1,23,13.4,0.275394839
46,84,1,14.4,10.5,0.089292196
46,85,1,18.6,17.5,0.231518765
46,500,1,12.9,14.7,0.096415461
46,505,1,15.2,16.2,0.145332611
46,506,1,13.3,13,0.091824951
46,510,1,6.3,9.8,0.016367886
46,512,1,15.5,13.5,0.128290845
46,516,1,12.8,11.8,0.078245065
46,517,1,16.9,16.8,0.184932087
46,518,1,6.6,8.1,0.015376587
46,520,1,8.6,10.2,0.031441999
46,522,1,11.6,15.8,0.083410323
46,523,1,14,15.1,0.116041112
46,525,1,18.3,10.6,0.144023981
46,526,1,13,16.1,0.106239072
46,527,1,11.3,12.3,0.06341695
46,528,1,12,15.1,0.085625514
46,529,1,14.9,13.3,0.117162258
46,531,1,7.8,11.7,0.029112263
46,532,1,9.1,13.3,0.044226765
46,533,1,16.5,13.3,0.143135052
46,534,1,11.7,11.3,0.063125299
46,535,1,11.8,13.7,0.075946893
46,536,1,9,13.6,0.044128536
47,29,1,18.4,16.9,0.219592381
47,32,1,13.2,16.5,0.111944845
47,34,1,11.6,13.7,0.073424381
47,37,1,9.4,14.8,0.051864731
47,38,1,16,17.9,0.176001033
47,39,1,11.2,15,0.07426743
47,43,1,10.8,14.8,0.068286036
47,47,1,16.9,19.6,0.212956247
47,50,1,13.2,17,0.11502056
47,52,1,15.3,15.3,0.13982196
47,55,1,12.9,15.7,0.102284109
47,56,1,16.8,17.9,0.193669793
47,58,1,21.1,18.2,0.306854801
47,59,1,16.4,16.4,0.170591175
47,63,1,14.1,16.1,0.124674475
47,66,1,16.5,16.3,0.171682991
47,68,1,12.3,14.8,0.088301571
47,75,1,9.7,15.2,0.056533981
47,76,1,16,16.2,0.160730799
47,78,1,20.2,15.5,0.243637859
47,80,1,9.3,13.4,0.046482451
47,81,1,18.8,19.2,0.257366205
47,85,1,12,14.9,0.084608166
47,86,1,15.5,15.7,0.146804749
47,88,1,19.7,17.9,0.264395013
47,89,1,18,17.2,0.213751248
47,90,1,12.8,15.3,0.098413594
47,93,1,17.8,16.8,0.204703255
47,94,1,14.7,15.5,0.130768404
47,95,1,11.9,14.2,0.079721164
47,102,1,10.4,13.1,0.056865428
47,103,1,13.5,16,0.113800406
47,104,1,10,14.5,0.057570084
47,106,1,13.8,15.1,0.112799893
47,107,1,16.3,18.4,0.187194539
47,109,1,21.5,18.5,0.32307384
47,504,1,9.8,13.6,0.052248647
47,505,1,10.3,14.5,0.061041834
47,506,1,7.7,10.7,0.026282798
47,507,1,20.5,13.6,0.223111225
47,508,1,10.4,14.1,0.060689496
47,509,1,8.4,13.8,0.038979529
47,510,1,12.3,16.5,0.097388368
47,511,3,2.5,5.3,0.001718072
47,513,1,6.3,9.8,0.016367886
47,518,1,16.4,17.9,0.184734831
47,519,1,16.3,17.1,0.17507688
47,520,1,8.1,12.7,0.033701921
47,521,1,10.3,15.7,0.065554722
47,523,1,11.8,15.2,0.083321612
47,524,1,8.4,12.3,0.035228775
47,525,1,9.6,13.9,0.051135194
47,528,1,14.4,15.9,0.128488717
47,529,1,6.8,10.1,0.019545562
47,530,1,10.9,15.3,0.071646096
47,531,1,8.8,13,0.040556724
47,532,1,8.5,13.6,0.039394062
47,533,1,11.1,15.5,0.075142584
47,534,1,9.6,13.8,0.050808713
47,535,4,2.2,4.3,0.001161748
47,536,1,11.9,15,0.083721497
47,539,1,10,15,0.059342664
47,540,1,11.3,14.2,0.071972866
47,542,7,3,5.7,0.002573582
47,543,1,8.4,12.5,0.035728104
47,544,1,9.5,14,0.050404191
48,29,1,14.1,12.9,0.102323584
48,33,1,10.4,13.1,0.056865428
48,35,1,12.3,14,0.084032693
48,37,1,12.3,13.1,0.079237463
48,38,1,11.5,13.7,0.072178604
48,40,1,12.8,12.5,0.082266282
48,42,1,14.2,13.4,0.107289653
48,43,1,15.4,14.5,0.134971933
48,46,1,16.5,14.2,0.15168561
48,48,1,15.8,14.3,0.140193763
48,52,1,14.5,12.4,0.104436327
48,54,1,11.6,13.1,0.070577767
48,56,1,16.6,16.3,0.173728562
48,58,1,17.6,15.8,0.189408072
48,64,1,10.6,14.1,0.063021989
48,66,1,12.8,17,0.108249248
48,67,1,12,13.5,0.077495611
48,68,1,11.2,12.3,0.062311986
48,69,1,18.5,14.4,0.192134805
48,75,1,15.2,11.1,0.104117137
48,78,1,18.6,15.6,0.208611197
48,83,1,13.3,14.6,0.101775268
48,85,1,13.6,15.7,0.113511568
48,87,1,14.1,10.6,0.086359624
48,88,1,20.3,16.3,0.25742541
48,94,1,10.6,14,0.062624548
48,96,1,19.5,17.3,0.251244599
48,98,1,12.4,14.5,0.088096957
48,99,1,24.4,16.9,0.380202321
48,100,1,21.6,17.1,0.303386947
48,502,1,12.9,10.9,0.074218948
48,503,1,10.6,14,0.062624548
48,504,1,6.7,11.2,0.020717546
48,505,1,7.3,11.7,0.025517365
48,508,1,10.4,12.1,0.053049896
48,510,1,6.3,8.3,0.014289854
48,511,1,9,10.4,0.03498014
48,513,1,9.4,13.2,0.046853537
48,514,1,9.7,9.3,0.036967552
48,515,1,15.9,16.8,0.164086548
48,516,1,13.8,10.4,0.081455276
48,517,1,12.2,10.7,0.065441869
48,518,5,2.5,4.1,0.001438395
48,519,5,4.1,6.9,0.005493633
48,521,5,3.2,5,0.002619603
48,522,5,5.1,8.5,0.010138278
48,523,1,6.8,10.3,0.019870769
48,524,1,10.4,11.5,0.050765766
48,525,1,9.1,11.2,0.03808411
48,529,1,14,14.4,0.111217311
48,530,1,10.5,12.8,0.056785603
48,538,1,10.1,12.2,0.050421391
48,539,1,10,10.6,0.043809616
48,540,1,7.7,13.5,0.032156476
48,541,1,7.6,8.7,0.021563689
48,542,3,6,10.5,0.017124115
48,543,1,7.9,10.2,0.026560708
49,20,1,19.5,16.7,0.243308043
49,25,1,15.4,15.9,0.146615137
49,28,1,15.8,16.3,0.157687585
49,30,1,15.9,15.7,0.154333982
49,32,1,21.6,19,0.334083444
49,33,1,22.5,16.5,0.317939734
49,35,1,16.4,15.8,0.164939355
49,38,1,18.6,17.2,0.22789907
49,41,1,16.1,15.8,0.159074042
49,42,1,15.6,16,0.151231294
49,47,1,16.7,16.2,0.174809456
49,48,1,15.7,15.5,0.148818452
49,49,1,12.8,14.3,0.09263753
49,51,1,8.7,12.1,0.037236686
49,54,1,14.3,14,0.113084764
49,57,1,15.1,13.5,0.121868517
49,58,1,18.7,16.9,0.226641793
49,61,1,20,16.3,0.250064445
49,62,1,19,14.9,0.208677312
49,64,1,17.7,14.6,0.178408543
49,65,1,18.6,18.1,0.238760715
49,67,1,19,14.6,0.204914874
49,69,1,18.4,16.3,0.212509074
49,70,1,17.3,14.2,0.166428625
49,71,1,17,13.5,0.153771429
49,500,3,4,6.5,0.004964036
49,501,1,20.9,15.2,0.255813807
49,503,3,4.1,6.5,0.00519995
50,19,1,19,15.8,0.219973772
50,20,1,8.9,11.9,0.038396014
50,24,1,17.6,16,0.191571025
50,25,1,12.9,13.5,0.089384811
50,27,1,9.7,12.4,0.047205059
50,30,1,17.7,15.9,0.192613001
50,31,1,15.4,16,0.14744757
50,32,1,13.9,15.7,0.118495341
50,37,1,15.4,16,0.14744757
50,38,1,18.3,15,0.195088829
50,44,1,17.2,14.9,0.171774563
50,45,1,15.9,16.8,0.164086548
50,47,1,17.3,16.1,0.186277581
50,50,1,17.6,15.3,0.184002913
50,52,1,15.8,15.3,0.148935017
50,53,1,13.5,16,0.113800406
50,55,1,19.8,16.7,0.250661308
50,58,1,14.7,15.3,0.129249974
50,60,1,16.9,15.4,0.170945194
50,62,1,12,15.2,0.086134292
50,65,1,16.3,15.8,0.162973011
50,67,1,17.7,16.2,0.19589414
50,69,1,11.9,14,0.078721877
50,70,1,16.7,15.6,0.168954482
50,502,1,9.5,13.1,0.047527934
50,503,1,6.3,11.5,0.018746797
50,504,1,5.9,11,0.015832588
50,506,1,6.8,10.1,0.019545562
50,507,1,5.5,9.5,0.01216517
50,508,1,9,10.5,0.035264426
50,509,1,6.3,9,0.015256336
50,513,1,15,13.1,0.117138533
50,514,1,15.8,15.4,0.149809807
51,27,1,15.5,12.7,0.121576665
51,29,1,10.6,12.3,0.055880379
51,35,1,18.8,13.1,0.182324602
51,36,1,13.7,12.9,0.096686994
51,37,1,14.3,11.9,0.098048373
51,39,1,11.5,11,0.059620317
51,40,1,14.4,12.3,0.102299385
51,41,1,17.5,13,0.157426085
51,44,1,9.6,11.9,0.044619089
51,50,1,11,10.7,0.053331695
51,53,1,10.3,11,0.04793985
51,56,1,17.4,13.8,0.164098229
51,57,1,14.6,12.8,0.108838853
51,58,3,8.3,10.6,0.031575105
51,62,1,7.7,10.6,0.026074084
51,67,1,14.4,12.9,0.106651565
51,68,1,14.3,12.6,0.103052069
51,72,1,14.3,12.8,0.104483414
51,73,1,19.5,14.6,0.215569927
51,76,1,14.4,12.6,0.104474645
51,77,1,23.3,14.6,0.304757016
51,83,1,15.5,12.7,0.121576665
51,86,1,11.5,11.8,0.06333096
51,87,1,7.3,10.3,0.022885886
51,89,1,11.2,11.4,0.058344052
51,91,1,13.8,13.1,0.099417206
51,96,1,12.9,13.2,0.087629593
51,97,1,7.4,10.8,0.024477798
51,500,1,8.4,11.1,0.032239218
51,501,1,7.4,10.1,0.02312919
51,502,3,2.9,4.4,0.001988873
51,503,1,6.5,9.9,0.017568227
51,504,1,8.5,9.9,0.029960256
51,506,1,4.6,7.4,0.006970043
51,507,1,14.1,13,0.103020109
51,508,1,18.6,13.3,0.180954783
51,509,1,8.6,10.5,0.032220853
51,510,3,2,4,0.000929192
51,511,3,3.9,7.1,0.005136554
51,512,1,5.8,9.8,0.013879416
51,518,1,9.2,11.5,0.039813323
51,519,1,9.8,11.1,0.043776278
51,520,3,3.4,4.9,0.002893295
51,524,1,6.9,10,0.019954963
51,525,1,7.2,10.1,0.021901702
51,527,3,1.9,4.8,0.00094729
51,528,1,6.7,9.3,0.017717943
51,529,1,7.2,8.4,0.018824159
51,530,1,10.8,12.1,0.057165006
51,531,1,4.4,7.1,0.00617887
51,535,1,9.6,12,0.0449441
51,537,4,2.6,4.4,0.001617722
51,538,4,2.6,5.8,0.001992353
51,539,1,11.7,11.9,0.066006808
51,540,4,2.3,4.6,0.001321013
51,541,1,13.1,11,0.077103723
51,542,1,9.3,10,0.036119729
51,543,3,3.1,4.9,0.002430433
51,544,3,3.7,8.5,0.005549852
51,545,1,7.9,9.5,0.025029852
51,546,3,3,5.5,0.0024988
51,547,1,8.9,10.7,0.035047442
51,548,1,7.9,12.5,0.031625579
203,24,1,24,21.7,0.463436324
203,26,1,20.2,21.9,0.334416662
203,28,1,19.8,22.8,0.333932189
203,30,1,25.1,22,0.511898365
203,33,1,7.3,10.1,0.022511333
203,34,1,26.6,23.1,0.599234897
203,35,1,24.5,24.1,0.531922096
203,39,1,16.4,19.8,0.202672326
203,41,1,23.1,22.2,0.43957775
203,42,1,18.9,21.9,0.293723021
203,43,1,30.8,25.1,0.858404962
203,48,1,29.2,23,0.714068935
203,53,1,30.1,26.8,0.873714091
203,54,1,24.4,20.7,0.458002148
203,57,1,16.3,21.1,0.212393317
203,60,1,25,22,0.50796416
203,500,1,8,8.9,0.024324334
203,502,3,6.5,9.3,0.01748234
203,503,3,3.4,5.1,0.002981447
203,511,1,20.3,23.5,0.360609683
203,512,1,17.1,19.5,0.216895663
204,18,1,22.4,19.8,0.372421966
204,19,1,25.3,21.9,0.517609404
204,20,1,24.6,22,0.492367422
204,26,1,22.5,22.5,0.422956601
204,28,1,17.1,19.5,0.216895663
204,29,1,22.2,23.3,0.425739981
204,30,1,27.4,24.6,0.672929968
204,33,1,34.1,24.6,1.022962784
204,34,1,21,21.6,0.356090574
204,37,1,23.9,22.5,0.47546562
204,39,1,29.1,23.8,0.732429325
204,41,1,24.8,25,0.563649433
204,45,1,22,21.7,0.391475507
204,47,1,26.1,24.1,0.601070076
204,50,1,28.8,23.6,0.712351894
204,52,1,28.7,24.2,0.724442789
204,500,2,13.8,10.4,0.078131701
204,501,1,7.5,11,0.025536954
204,502,1,17.1,19.8,0.219971097
204,509,2,8.4,6.2,0.018973872
320,17,1,8.5,10.3,0.030973524
320,20,1,11.7,15.3,0.082416246
320,21,1,11.8,12.2,0.068593439
320,22,3,4.1,5.6,0.004569339
320,23,1,29.5,21.1,0.672046941
320,26,1,9.6,11.8,0.04429418
320,27,1,10.5,12.3,0.054841551
320,33,3,4.4,5.9,0.00545168
320,38,1,33.7,21.9,0.897261174
320,40,1,34.1,24.3,1.011257208
320,41,3,7.2,9.6,0.021850701
320,45,1,13.4,14.3,0.101393127
320,46,1,37,23,1.121550671
320,514,3,4.6,4.7,0.004958035
320,515,3,4.4,7.5,0.006790712
320,516,3,5.5,7.8,0.010715719
320,517,3,5,7.5,0.008629764
320,518,3,3.9,6,0.00440909
320,527,3,3.5,5.9,0.00354451
320,528,3,3,5.1,0.00235407
320,529,3,4.7,7.3,0.00748781
320,530,3,3.7,5.6,0.003766746
320,544,3,2.8,4.6,0.001917113
320,546,3,3.7,5.5,0.003711485
320,560,3,5.3,6.6,0.008532456
320,561,3,3.5,4.1,0.002716413
320,562,3,8.2,10.1,0.029322292
320,563,3,3.5,7.5,0.004415106
320,564,3,4.7,7,0.007195599
320,565,3,2.8,4.9,0.002005159
320,566,1,4.3,7.3,0.006027458
320,567,3,3.9,5.3,0.003978048
320,568,1,6.6,7.9,0.01507582
320,569,3,4.3,7.2,0.006253887
320,570,1,5.1,6.9,0.008122698
320,571,3,3.9,4.9,0.003746622
320,572,3,6.1,7.7,0.012835312
320,573,3,3.4,5.5,0.003164748
320,574,3,4.5,8,0.007545824
320,575,1,14.2,14.3,0.113657841
320,576,3,4.5,8.4,0.007923308
320,577,3,3.6,6,0.003792235
320,578,3,5.7,8.8,0.012929284
320,579,3,4.8,6.7,0.007186387
320,580,3,7.7,8.6,0.022083873
320,581,3,5.9,7.1,0.011156401
320,582,3,6.4,7.6,0.01385733
320,583,3,3,4.7,0.002217001
320,584,3,1.6,4.3,0.000634586
320,585,3,20.9,15.2,0.248183417
320,586,3,4.7,5.4,0.005732487
320,587,3,3.2,5.7,0.002907163
320,588,3,3.4,6.5,0.003655135
321,19,1,24.8,22.8,0.517068873
321,22,1,21.2,23.4,0.390822287
321,23,1,21.7,21.2,0.373003925
321,25,1,23.6,22.7,0.467819584
321,26,1,20.4,21.8,0.339448702
321,27,1,19.2,22.5,0.310615662
321,28,1,24.6,23,0.51320318
321,33,1,28.8,22.7,0.686936983
321,37,1,20.4,21.1,0.329311398
321,39,1,22.7,22.5,0.430283032
321,40,1,13.8,18,0.132266675
321,42,1,20.4,22.5,0.349588581
321,45,1,23.2,21.2,0.424678965
321,47,2,25.7,22,0.54572483
321,49,1,23.9,22.4,0.473495283
321,505,1,23,20.9,0.412124557
321,511,3,13,17.9,0.129290356
321,512,3,7.7,10.7,0.027769171
321,513,3,3.5,4.8,0.003010326
321,514,1,16.3,19.6,0.198389563
321,518,1,16.6,21.1,0.220125059
321,525,3,3.9,4.1,0.003330479
321,526,3,6.6,6,0.011798896
321,527,1,16.6,20,0.209480787
321,528,3,10.4,12.1,0.055182379
321,529,1,19.6,21.8,0.313986597
321,532,1,18.3,17.5,0.224278062
321,534,1,18.6,20.7,0.270174203
321,538,3,3,4.9,0.002284468
321,542,3,8.7,12.4,0.040876178
321,550,3,6.8,8.3,0.0169225
321,551,1,13,17.7,0.115790677
321,552,1,18.1,21.1,0.26074769
321,553,1,14.6,17.1,0.141022362
321,554,1,13.9,19.5,0.144391984
321,555,1,11.4,15,0.076912585
321,556,3,10.2,14.4,0.064742046
321,558,1,10.4,15.8,0.067204787
321,565,1,14.2,20.3,0.156284974
321,567,3,8.1,8.8,0.024825102
321,568,1,21,20.5,0.339238429
322,13,1,49.1,25.9,2.131096749
322,15,3,36.4,21.6,0.948657961
322,16,1,42.8,26.3,1.673572966
322,18,5,10.5,10.4,0.047623603
322,23,5,6.1,6,0.010190185
322,24,3,45.1,25.2,1.596731529
322,25,3,34.3,23.7,0.963194311
322,26,3,26.4,19.3,0.488931759
322,30,3,28.8,22.5,0.678896526
322,32,1,19.2,14.4,0.206587229
322,507,1,7.2,11,0.023544369
322,516,1,12.3,10.6,0.065976949
322,520,3,11.6,12.6,0.070413734
322,521,1,4.4,6.8,0.005981652
322,522,1,9.5,9.3,0.035471544
322,524,3,7.9,12.1,0.033299943
322,525,3,6.8,9,0.018376432
322,526,1,8.9,8.4,0.028689226
322,527,3,13,17.4,0.125082726
322,529,3,2.9,4.1,0.001904708
322,531,1,18.6,19,0.24962933
322,532,3,5.1,6.6,0.007940115
322,534,3,9.3,9.8,0.035803462
322,535,5,4.3,5.2,0.004708639
322,536,3,3.5,4.6,0.002921648
322,537,3,15.1,15.5,0.143144088
322,538,3,14.9,13,0.114482045
322,539,1,7.7,7.7,0.020083084
322,548,3,18.4,20.2,0.276811573
322,550,3,11,10.8,0.053985113
322,551,5,11.7,9.7,0.053855243
322,553,5,7.8,6.4,0.017022985
322,554,5,7,6.6,0.014325915
322,557,3,10.6,14.8,0.071655888
323,21,3,6,7.8,0.012604508
323,22,3,4.9,7.7,0.00852492
323,27,3,7.1,8.8,0.019454672
323,28,3,7.1,10,0.022228482
323,29,3,9.6,10.9,0.042520155
323,32,3,9.7,9.1,0.035796
323,35,1,39.2,23.4,1.271260388
323,36,3,6.1,8,0.013327793
323,44,3,27.9,21.6,0.613179465
323,45,1,36.9,26.4,1.269930987
323,50,1,38.1,24,1.233619367
323,506,3,7.4,9.3,0.022238205
323,519,3,6.2,7.8,0.013398374
323,520,3,6.6,8.1,0.015623608
323,521,3,5.4,5.3,0.007323778
323,522,3,9.5,8.6,0.032515176
323,523,3,5.1,4,0.005433794
323,524,3,9.3,6.4,0.023536182
323,525,3,4.1,6.2,0.004984749
323,526,3,3.2,5.9,0.002993254
323,527,3,7.4,11.5,0.027902099
323,528,3,8.6,11.8,0.037881381
323,529,3,4.1,5.7,0.004637046
323,530,3,4,4.5,0.003701464
323,531,3,3.7,5.8,0.003878904
323,533,3,5,8.4,0.009653216
323,534,3,5.8,8.6,0.013046111
323,535,3,10.8,13.5,0.066797611
323,536,1,14.6,15,0.125280143
323,537,3,5.1,8.9,0.010625177
323,538,3,11.2,12.5,0.065480523
323,539,3,5.1,5.3,0.006581339
323,540,3,4.1,5.1,0.004241532
323,541,3,4.5,4.3,0.004484592
323,553,3,5.7,8.2,0.012037192
323,556,3,3.5,5.6,0.003392298
323,557,3,4.2,6.4,0.005365285
323,558,1,3.2,4.5,0.002404133
323,559,3,4.4,5.4,0.005065281
323,560,3,4,5.3,0.004172095
323,561,3,3.1,4.1,0.002160481
323,562,3,5.3,6.4,0.008297867
323,563,3,4.3,6.1,0.005374123
323,564,3,6.2,7.5,0.012895445
323,566,3,6,8.4,0.013570106
323,567,3,3.2,4.9,0.002580575
323,568,3,4,5.4,0.004234717
323,569,3,7.3,7.5,0.01746529
325,84,1,16,12.9,0.131179355
325,87,1,12.4,12.1,0.075111779
325,88,1,11.7,12.6,0.069375329
325,89,1,10.7,11,0.051695988
325,90,1,14.8,13,0.113321986
325,94,1,9.5,10.5,0.039257431
325,98,1,11.9,13,0.07373109
325,99,1,14.4,12.5,0.103749367
325,100,1,9.1,11.5,0.038959222
325,102,1,8.8,10.1,0.032639156
325,103,1,12.9,12.6,0.084122662
325,104,1,16,13.4,0.135646081
325,106,1,9,9.9,0.033560953
325,108,1,9.7,11,0.042564517
325,109,1,10.2,10.6,0.045562535
325,110,1,6.3,8.5,0.014565301
325,113,1,12.3,10.8,0.067033435
325,114,1,13.8,13.4,0.101421487
325,115,1,10.9,11.6,0.056127926
325,116,1,19.5,13.6,0.202390133
325,118,1,14.1,12.5,0.099539158
325,119,1,13.4,13.5,0.096342872
325,120,1,15,13.3,0.118712732
325,123,1,12.7,11.9,0.07760897
325,126,1,7.6,11.1,0.026422523
325,127,1,17.7,13.4,0.165321598
325,128,1,8.7,11.2,0.034833006
325,129,1,14.4,14.3,0.116828971
325,131,1,15.7,14.9,0.143635748
325,132,1,13,12.2,0.083042563
325,134,1,13.5,12.5,0.091370387
325,136,1,14.6,12.5,0.106602617
325,137,1,12.4,11.7,0.07295506
325,140,1,10.7,12.9,0.059350629
325,141,1,9.3,11.3,0.04006723
325,144,1,7.3,10.4,0.02307331
325,146,1,11.7,13.2,0.072267468
325,148,1,14,15.5,0.118799664
325,149,1,10.6,9.4,0.044462124
325,152,1,14.2,13.5,0.107996697
325,153,1,14.8,12.8,0.111789811
325,502,1,7.5,8.1,0.019833558
325,503,1,12.7,12.3,0.079871228
325,504,1,7.3,10.1,0.022511333
325,505,3,4,5.9,0.004557758
325,506,3,3.2,5.1,0.002659199
325,507,3,7.6,10.4,0.02629043
325,508,3,5.1,9.3,0.011119284
325,509,3,5.1,7.5,0.008955631
325,510,1,4.9,6.6,0.007255396
325,511,3,5.9,9.8,0.015421131
325,512,3,7,10.4,0.022575402
325,513,1,7.8,11.8,0.029327318
325,523,1,7.5,11.2,0.025933854
325,524,1,9,13,0.042406927
325,527,1,6.5,9.1,0.016384393
325,528,1,6.2,8.6,0.014241621
325,530,1,7.4,9.7,0.022360841
325,531,3,4.7,6.7,0.006908329
325,532,1,5.5,7.6,0.010167541
325,533,1,7.1,8.8,0.019007749
325,534,1,12.9,11.4,0.077125878
325,535,1,8.4,10.2,0.03000621
